Timestamp,Log_Content,drain_template,named_template,parameters
Nov 22 05:06:53,combo su(pam_unix)[318]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""318""}"
Nov 22 12:26:37,combo sshd(pam_unix)[1370]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1370"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1369]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1369"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1383]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1383"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1371]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1371"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1372]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1372"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1381]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1381"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1366]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1366"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1367]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1367"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1368]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1368"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 22 12:26:37,combo sshd(pam_unix)[1365]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-67-176-148-16.hsd1.il.comcast.net  user=root,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""1365"", ""rhost"": ""c-67-176-148-16.hsd1.il.comcast.net"", ""user"": """"}"
Nov 23 04:04:58,combo su(pam_unix)[3787]: session opened for user cyrus by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user cyrus by (uid=0),"{""pid"": ""3787""}"
Nov 23 04:04:59,combo su(pam_unix)[3787]: session closed for user cyrus,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user cyrus,"{""pid"": ""3787""}"
Nov 23 05:00:59,combo su(pam_unix)[4270]: session opened for user news by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user news by (uid=0),"{""pid"": ""4270""}"
Nov 23 05:01:06,combo su(pam_unix)[4270]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""4270""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4505]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4505""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4504]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4504""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4495]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4495""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4494]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4494""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4507]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4507""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4496]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4496""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4503]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4503""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4500]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4500""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4501]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4501""}"
Nov 23 06:16:15,combo sshd(pam_unix)[4506]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""4506""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6383]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6383""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6384]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6384""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6388]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6388""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6382]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6382""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6389]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6389""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6385]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6385""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6390]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6390""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6386]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6386""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6400]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6400""}"
Nov 23 20:27:12,combo sshd(pam_unix)[6387]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""6387""}"
Nov 24 04:05:59,combo su(pam_unix)[7817]: session opened for user cyrus by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user cyrus by (uid=0),"{""pid"": ""7817""}"
Nov 24 04:06:00,combo su(pam_unix)[7817]: session closed for user cyrus,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user cyrus,"{""pid"": ""7817""}"
Nov 24 05:10:47,combo su(pam_unix)[9181]: session opened for user news by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user news by (uid=0),"{""pid"": ""9181""}"
Nov 24 05:10:52,combo su(pam_unix)[9181]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""9181""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9860]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9860""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9867]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9867""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9869]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9869""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9864]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9864""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9861]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9861""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9863]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9863""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9870]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9870""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9865]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9865""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9862]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9862""}"
Nov 24 09:36:48,combo sshd(pam_unix)[9866]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""9866""}"
Nov 24 11:10:48,combo ftpd[10084]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10084"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10089]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10089"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10095]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10095"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10094]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10094"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10093]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10093"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10097]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10097"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10087]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10087"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10098]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10098"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10096]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10096"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10090]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10090"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10092]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10092"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10091]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10091"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10086]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10086"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10088]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10088"", ""ip"": ""200.215.8.33""}"
Nov 24 11:10:48,combo ftpd[10085]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005,"{""pid"": ""10085"", ""ip"": ""200.215.8.33""}"
Nov 24 11:11:04,combo ftpd[10099]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:04 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:04 2005,"{""pid"": ""10099"", ""ip"": ""200.215.8.33""}"
Nov 24 11:11:05,combo ftpd[10100]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:05 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:05 2005,"{""pid"": ""10100"", ""ip"": ""200.215.8.33""}"
Nov 24 11:11:05,combo ftpd[10101]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:05 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:05 2005,"{""pid"": ""10101"", ""ip"": ""200.215.8.33""}"
Nov 24 11:11:06,combo ftpd[10103]: connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:06 2005,combo <*> connection from <*> <*> at <*> <*> <*> <*> 2005,combo ftpd<pid>: connection from <ip> (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:11:06 2005,"{""pid"": ""10103"", ""ip"": ""200.215.8.33""}"
Nov 25 04:05:32,combo su(pam_unix)[12717]: session opened for user cyrus by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user cyrus by (uid=0),"{""pid"": ""12717""}"
Nov 25 04:05:35,combo su(pam_unix)[12717]: session closed for user cyrus,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user cyrus,"{""pid"": ""12717""}"
Nov 25 04:55:45,combo su(pam_unix)[13179]: session opened for user news by (uid=0),combo <*> session opened for user <*> by <*>,combo su(pam_unix)<pid>: session opened for user news by (uid=0),"{""pid"": ""13179""}"
Nov 25 04:55:48,combo su(pam_unix)[13179]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""13179""}"
Nov 25 10:07:33,combo sshd(pam_unix)[14031]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=xdsl-5103.wroclaw.dialog.net.pl  user=test,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""14031"", ""rhost"": ""xdsl-5103.wroclaw.dialog.net.pl"", ""user"": """"}"
Nov 25 10:07:33,combo sshd(pam_unix)[14029]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=xdsl-5103.wroclaw.dialog.net.pl  user=test,combo <*> authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""14029"", ""rhost"": ""xdsl-5103.wroclaw.dialog.net.pl"", ""user"": """"}"
